time,x,y,dx,dy,
33.347,3.5286,-0.018724,-0.034562,0.0005779
34.356,3.494,-0.0181,-0.034536,0.0006245
35.376,3.4612,-0.015507,-0.032871,0.0025929
36.348,3.428,-0.013162,-0.033153,0.0023444
37.376,3.3914,-0.013567,-0.036583,-0.00040513
38.367,3.3579,-0.013973,-0.033588,-0.0004053
39.377,3.3241,-0.014028,-0.033752,-5.5628e-05
40.4,3.2867,-0.014892,-0.037372,-0.00086405
41.355,3.2517,-0.015052,-0.035063,-0.00015997
42.359,3.2147,-0.015471,-0.036943,-0.00041887
43.353,3.179,-0.015056,-0.035757,0.00041518
44.365,3.1427,-0.01426,-0.036276,0.00079615
45.347,3.1262,-0.019928,-0.01651,-0.0056682
46.355,3.1018,-0.021925,-0.024401,-0.0019971
47.501,3.0714,-0.018717,-0.030335,0.0032084
48.497,3.0206,-0.014103,-0.050853,0.004614
49.441,2.9567,-0.0050925,-0.063854,0.0090103
50.396,2.9186,-0.00029269,-0.038175,0.0047998
51.317,2.9117,0.00010574,-0.0068467,0.00039843
52.389,2.8965,0.00054042,-0.015211,0.00043468
53.396,2.8592,0.0017369,-0.037295,0.0011965
54.379,2.8217,0.0021875,-0.037475,0.00045057
55.351,2.785,0.0031655,-0.036766,0.00097802
56.373,2.7468,0.0043736,-0.038126,0.0012081
57.367,2.7109,0.0069361,-0.03592,0.0025625
58.364,2.6882,0.013377,-0.022723,0.0064408
59.357,2.6576,0.0073349,-0.030603,-0.006042
60.369,2.6237,0.030602,-0.033879,0.023267
61.347,2.5891,0.034715,-0.03461,0.0041138
62.326,2.5767,0.036093,-0.012399,0.0013779
63.337,2.5317,0.040905,-0.045023,0.0048119
64.344,2.493,0.043799,-0.038711,0.0028935
65.348,2.4538,0.046453,-0.039158,0.0026541
66.347,2.4141,0.048503,-0.039746,0.0020499
67.325,2.3748,0.049882,-0.039281,0.0013792
68.381,2.331,0.051626,-0.043744,0.0017443
69.343,2.292,0.053108,-0.038999,0.0014814
70.341,2.2529,0.054949,-0.039102,0.0018413
71.347,2.2125,0.056846,-0.04046,0.001897
72.354,2.1721,0.05865,-0.040369,0.0018036
73.348,2.1317,0.06045,-0.040367,0.0018004
74.348,2.0929,0.062464,-0.038821,0.002014
75.379,2.0552,0.064733,-0.037719,0.0022688
76.367,2.0181,0.06673,-0.037079,0.0019975
77.344,1.9802,0.068977,-0.037912,0.0022473
78.368,1.9411,0.071272,-0.039078,0.0022942
79.381,1.9009,0.072796,-0.040255,0.0015243
80.37,1.8627,0.074081,-0.038229,0.0012852
81.38,1.8237,0.075197,-0.038916,0.0011157
82.363,1.7862,0.076185,-0.037532,0.00098849
83.39,1.7472,0.0775,-0.039035,0.001314
84.397,1.7089,0.079037,-0.038318,0.0015377
85.381,1.6738,0.081634,-0.035059,0.002597
86.381,1.6365,0.083579,-0.037327,0.0019453
87.408,1.5976,0.0861,-0.038903,0.0025207
88.404,1.5597,0.088047,-0.037845,0.0019473
89.398,1.5238,0.090618,-0.035952,0.0025708
90.351,1.4925,0.093315,-0.031288,0.0026973
91.39,1.4577,0.096047,-0.034777,0.0027318
92.361,1.4242,0.097667,-0.033472,0.0016193
93.379,1.3869,0.099298,-0.037319,0.0016309
94.358,1.3503,0.10107,-0.036586,0.0017738
95.394,1.3188,0.10344,-0.031554,0.0023665
96.409,1.2903,0.10901,-0.028441,0.0055763
97.429,1.252,0.11189,-0.038355,0.0028715
98.412,1.2062,0.11069,-0.045772,-0.0011991
99.399,1.1693,0.11287,-0.036925,0.002179
100.39,1.1323,0.11565,-0.036999,0.0027872
101.39,1.1006,0.1207,-0.031721,0.0050485
102.39,1.0839,0.12551,-0.016617,0.0048039
103.36,1.0681,0.12838,-0.01587,0.0028718
104.4,1.0517,0.13214,-0.016325,0.0037651
105.37,1.0475,0.13513,-0.0042502,0.0029837
106.35,1.044,0.1382,-0.0035151,0.003073
107.38,1.0402,0.14039,-0.0037832,0.0021944
108.35,1.0364,0.14273,-0.0037863,0.0023362
109.4,1.0329,0.1455,-0.003555,0.0027742
110.38,1.0287,0.14719,-0.0041872,0.0016853
111.35,1.025,0.14941,-0.0036479,0.0022198
112.34,1.0219,0.15132,-0.0031608,0.0019119
113.42,1.0183,0.15294,-0.0035621,0.0016232
114.34,1.0147,0.15423,-0.0035865,0.0012833
115.36,0.99826,0.15481,-0.016448,0.00058385
116.37,0.9936,0.15478,-0.0046651,-2.9541e-05
117.41,0.98894,0.15514,-0.004654,0.00036219
118.48,0.9576,0.15478,-0.031344,-0.00036303
119.5,0.91162,0.15242,-0.04598,-0.0023608
120.47,0.85515,0.14374,-0.056462,-0.008678
121.51,0.81888,0.14142,-0.036271,-0.0023243
122.34,0.79647,0.13895,-0.022416,-0.0024697
123.38,0.77522,0.14264,-0.021246,0.0036937
124.32,0.74753,0.1463,-0.027694,0.0036581
125.37,0.70656,0.14918,-0.040967,0.0028812
126.34,0.64789,0.14649,-0.05867,-0.0026893
127.32,0.59138,0.1444,-0.056513,-0.0020958
128.34,0.54494,0.14413,-0.046434,-0.00026229
129.33,0.50543,0.14361,-0.03951,-0.00052767
130.32,0.46906,0.14423,-0.036367,0.00062232
131.34,0.41632,0.13694,-0.052741,-0.0072846
132.32,0.39144,0.13042,-0.024885,-0.0065232
133.34,0.35989,0.12658,-0.031548,-0.0038438
134.32,0.32944,0.12455,-0.030446,-0.0020227
135.33,0.28713,0.12565,-0.042314,0.0010916
136.34,0.24366,0.12394,-0.043473,-0.0017063
137.36,0.19521,0.11131,-0.048446,-0.012629
138.31,0.17419,0.11168,-0.021023,0.00037432
139.33,0.14036,0.11073,-0.033833,-0.00095871
140.33,0.10516,0.10952,-0.035195,-0.0012034
141.33,0.070881,0.10826,-0.03428,-0.0012633
142.33,0.033954,0.10563,-0.036927,-0.0026243
143.32,-0.0013431,0.10192,-0.035297,-0.0037179
144.36,-0.036618,0.09872,-0.035275,-0.0031962
145.35,-0.073974,0.095739,-0.037356,-0.0029816
146.35,-0.082263,0.095287,-0.008289,-0.00045199
147.34,-0.082285,0.095215,-2.1906e-05,-7.1328e-05
148.3,-0.08238,0.09528,-9.5129e-05,6.4044e-05
149.32,-0.082354,0.095215,2.6738e-05,-6.4657e-05
150.31,-0.082294,0.095094,5.9464e-05,-0.00012078
151.32,-0.082547,0.095304,-0.00025263,0.00021008
152.33,-0.082716,0.095092,-0.00016975,-0.00021203
153.32,-0.082629,0.095359,8.7281e-05,0.00026648
