time,x,y,dx,dy,
0.32234,4.1636,-0.0070702,0,0
1.3016,4.1636,-0.0070728,1.548e-05,-2.6081e-06
2.3235,4.1636,-0.0070644,-2.841e-06,8.4036e-06
3.3397,4.1636,-0.0070979,-1.7608e-05,-3.3513e-05
4.3106,4.1636,-0.0071534,-6.5654e-05,-5.5467e-05
5.3112,4.1636,-0.0071089,1.3685e-05,4.4491e-05
6.3271,4.1636,-0.0071391,-2.1168e-05,-3.0233e-05
7.3066,4.1635,-0.0071169,-4.8073e-06,2.2211e-05
8.3382,4.1635,-0.0071395,-3.0882e-05,-2.2586e-05
9.3285,4.1636,-0.0071407,5.3674e-05,-1.2201e-06
10.335,4.1634,-0.0070266,-0.00019243,0.00011417
11.295,4.1636,-0.0070988,0.00025263,-7.2239e-05
12.298,4.1638,-0.0070747,0.00013081,2.4136e-05
13.365,4.1636,-0.0071143,-0.00013926,-3.9602e-05
14.328,4.1548,-0.0050306,-0.0087923,0.0020837
15.306,4.1319,-0.0050595,-0.022896,-2.8894e-05
16.316,4.1107,-0.0050452,-0.021245,1.4211e-05
17.336,4.091,-0.0052326,-0.019681,-0.00018732
18.344,4.0685,-0.0055036,-0.022556,-0.000271
19.356,4.0407,-0.0073223,-0.027774,-0.0018188
20.355,4.0073,-0.0095825,-0.033367,-0.0022602
21.354,3.9687,-0.012401,-0.038643,-0.0028186
22.371,3.9278,-0.012964,-0.040913,-0.00056336
23.347,3.8887,-0.012518,-0.039054,0.00044661
24.334,3.848,-0.010754,-0.04074,0.0017634
25.334,3.8136,-0.0098892,-0.03434,0.00086525
26.307,3.7835,-0.010572,-0.03014,-0.00068271
27.355,3.7469,-0.011523,-0.036609,-0.0009514
28.354,3.7107,-0.012946,-0.036202,-0.0014225
29.398,3.6717,-0.015464,-0.038971,-0.0025186
30.385,3.6344,-0.017935,-0.03727,-0.0024707
31.358,3.5986,-0.019053,-0.035815,-0.0011183
32.354,3.5631,-0.019302,-0.035472,-0.00024862
