[0.258938, -0.118881, 0.858494]
[0.0676083, -0.0108441, 0.22252]
[-0.0558241, -0.108153, 0.931364]
[0.140257, -0.0630704, 0.579497]
[0.140333, -0.0631353, 0.579679]
[-4.06851, 0.943743, -11.4684]
[-0.127512, 0.0248255, -0.607535]
[-0.148461, 0.038588, -0.935996]
[0.0593894, -0.0355872, 0.710763]
[-0.194388, 0.0089031, -0.717511]
[0.115822, -0.0118933, 0.575981]
[0.0592864, 0.00569351, 0.102106]
[-0.275926, -0.0109581, 0.635041]
[0.0803853, -0.00779997, 0.165306]
[0.031202, 4.56548e-07, -2.09626e-05]
[0.031302, -5.2782e-06, 0.000243069]
[0.0892282, -0.00425682, 0.212987]
[0.0429883, -0.0334249, -0.248039]
[0.0914505, 0.0942966, 0.597538]
[-0.634074, 0.173994, 0.981699]
