x,y,z,gtx,gty
-0.285363,1.63582,-0.331815,-9.9689e-06,2.9028e-05
-0.276192,1.66776,-0.348589,-3.3011e-05,2.3061e-05
-0.267176,1.69968,-0.365488,-7.9316e-06,1.822e-05
-0.258314,1.73157,-0.382512,-1.8547e-05,8.0369e-06
-0.264085,1.72482,-0.381189,-1.9966e-05,-9.3302e-06
-0.263123,1.72662,-0.376186,-3.5655e-06,2.8584e-05
-0.262496,1.72567,-0.375376,-2.8595e-05,2.2734e-05
-0.262131,1.72244,-0.373609,-2.2745e-05,3.5093e-05
-0.262748,1.72052,-0.372525,-3.178e-05,3.2912e-06
-0.263457,1.71875,-0.371478,-2.5931e-05,2.5086e-05
-0.264094,1.71643,-0.370266,-2.541e-05,1.5929e-05
-0.264712,1.71459,-0.369227,-5.5078e-06,1.0886e-05
-0.265407,1.7126,-0.368158,-2.0235e-05,1.8441e-05
-0.265986,1.71051,-0.367098,3.3796e-06,1.4017e-05
-0.266628,1.70891,-0.366152,5.432e-05,1.6573e-05
-0.267319,1.7066,-0.365064,0.00013025,4.6618e-05
-0.267911,1.70464,-0.364032,0.00026692,0.00010921
-0.268613,1.70254,-0.362995,0.00047415,9.0211e-05
-0.269325,1.70072,-0.362084,0.00074678,0.00011627
-0.269866,1.69864,-0.361032,0.0011819,0.00013803
-0.27048,1.69649,-0.360046,0.0016589,0.0001378
-0.271151,1.69449,-0.359066,0.0022489,0.00012153
-0.271809,1.69238,-0.358097,0.0028525,0.00011718
-0.272384,1.69032,-0.35712,0.0035374,0.00015731
-0.272962,1.68814,-0.356087,0.0043535,0.00025221
