time,x,y
0.21517,0,0
0.21579,7.9131e-06,6.0152e-06
0.21846,-1.0785e-05,-3.2157e-06
0.22861,2.2829e-05,-9.3692e-06
0.23867,-1.4526e-05,-1.8492e-05
0.24906,-1.3699e-05,7.0485e-06
0.25861,1.2769e-06,3.4909e-06
0.26935,-1.679e-05,6.9969e-06
0.28376,-1.4522e-05,1.1595e-06
0.29042,-8.6731e-07,1.3319e-06
0.30135,-1.6678e-05,3.0653e-05
0.30936,2.1361e-05,7.9582e-07
0.31854,-2.5227e-05,2.3618e-05
0.32803,-2.8115e-07,1.7219e-06
0.33838,1.1557e-05,-1.4137e-06
0.34792,-1.3482e-05,9.0519e-06
0.35913,1.4039e-05,1.1398e-06
0.36941,-2.1987e-05,1.2982e-05
0.38235,-1.3105e-06,1.7647e-05
0.40333,-3.9208e-05,8.2121e-06
0.41061,-7.6447e-06,-1.5979e-05
0.42046,-1.8108e-05,2.6244e-05
0.43034,-1.9386e-05,-5.8632e-06
0.44276,-6.1983e-06,1.9173e-06
0.45003,-1.5384e-05,-4.2208e-06
0.46023,-5.2781e-05,1.7004e-05
0.4756,-1.9263e-05,1.2271e-05
0.48111,-2.5317e-06,3.1011e-05
0.49309,-8.3152e-06,-1.8782e-06
0.50009,-1.2762e-05,7.4303e-06
0.51073,2.0255e-07,2.3156e-05
0.52103,-2.5294e-05,1.6208e-05
0.53097,-1.3781e-05,6.5069e-08
0.54069,-2.1328e-05,1.0625e-05
0.55057,1.8834e-05,-7.1806e-06
0.56061,-1.759e-06,3.2609e-05
0.57118,4.8277e-06,-1.7044e-05
0.58108,-2.1512e-05,6.2078e-07
0.59256,-2.3031e-05,2.0654e-05
0.60307,-2.2315e-05,9.6127e-06
0.61136,-1.9919e-06,-4.2257e-06
0.62185,-1.6848e-05,1.9121e-05
0.63154,-1.9684e-05,1.5471e-05
0.64214,3.6005e-05,-9.8054e-06
0.65273,-1.5814e-05,1.7023e-05
0.66174,1.9014e-06,9.1293e-06
0.67194,-5.7739e-07,1.7607e-05
0.68161,-2.3042e-05,-5.8397e-06
0.69174,-1.1789e-05,2.3675e-07
0.70189,-2.7386e-06,1.2097e-05
0.71258,-5.4847e-06,2.0694e-05
0.72228,-1.3799e-06,2.2608e-05
0.73201,2.3618e-06,1.0758e-05
0.74184,3.9295e-06,-5.2981e-06
0.75217,5.2423e-07,3.682e-06
0.76237,-4.0942e-06,1.5864e-05
0.77202,-4.0564e-06,-1.5845e-05
0.78204,-1.7729e-05,2.0348e-05
0.7915,-1.5075e-05,4.1324e-06
0.8022,1.4391e-06,1.2581e-06
0.8128,-6.8328e-06,1.5127e-05
0.82236,2.1458e-05,-1.4299e-05
0.83246,-7.8408e-06,1.0654e-05
0.84189,-2.1222e-05,-1.2937e-05
0.85435,1.8471e-05,-8.2629e-06
0.86205,-1.3035e-05,1.0649e-05
0.87253,-3.6402e-06,6.3844e-06
0.88227,-6.1156e-06,-1.3798e-05
0.8926,-8.0142e-06,1.3041e-05
0.90215,-5.3113e-06,4.1313e-07
0.91223,3.0929e-07,-1.4702e-05
0.92221,1.673e-06,7.6261e-06
0.93206,2.0039e-07,-5.9005e-06
0.94206,-3.9068e-06,-6.4504e-06
0.95237,-1.9854e-05,3.4373e-06
0.96245,-1.5999e-05,5.0584e-07
0.9721,-1.1266e-05,1.4032e-06
0.98487,-2.3907e-05,1.3434e-05
0.9937,-2.6531e-05,-4.5971e-06
1.0025,-1.9107e-05,1.9302e-05
1.0123,-1.9814e-05,6.4832e-06
1.0229,-2.1957e-05,3.6075e-05
1.0322,-1.0183e-05,1.3043e-05
1.0421,-2.441e-05,8.8449e-06
1.0535,-1.2372e-05,7.4503e-06
1.0619,-4.4925e-06,-1.0866e-05
1.0749,-6.6231e-06,8.2955e-06
1.0826,3.654e-06,-4.4629e-06
1.0935,-7.5916e-06,-1.2999e-05
1.1022,-1.0993e-05,1.0838e-05
1.1122,-1.6393e-05,-1.9118e-06
1.1224,1.3832e-05,2.9171e-07
1.132,-1.6528e-05,1.0452e-05
1.1425,-2.4357e-05,1.6396e-05
1.152,-1.5104e-05,-1.0241e-05
1.1625,-5.6125e-06,1.7572e-05
1.1725,4.9112e-06,1.0018e-05
1.1819,-1.102e-05,3.9487e-07
1.1922,-1.9775e-05,1.3124e-05
1.2027,-4.4652e-06,-9.1095e-06
1.2127,4.6116e-06,-3.5246e-06
1.2219,1.2785e-05,-7.5708e-06
1.2321,-1.0275e-05,6.2652e-06
1.2426,2.2745e-05,6.4024e-06
1.2536,-5.7385e-06,2.4879e-06
1.2647,1.3159e-05,5.673e-06
1.2743,2.1286e-05,-6.1978e-06
1.2819,2.8877e-07,1.506e-05
1.2921,-1.1092e-05,2.1727e-05
1.302,-5.7223e-06,4.0979e-06
1.3121,4.1031e-06,-1.8974e-05
1.3221,-1.448e-05,1.7829e-05
1.3319,4.0268e-06,-4.4215e-06
1.3425,-7.1819e-06,1.5665e-06
1.3527,7.2235e-06,8.871e-06
1.3622,-1.4441e-06,-2.4034e-06
1.3722,-3.8624e-06,-9.5754e-07
1.3817,-7.447e-06,1.2885e-05
1.3944,-5.9589e-06,2.7827e-05
1.4022,-8.3268e-06,-7.5587e-06
1.4123,1.4041e-05,1.5403e-06
1.4222,-4.7441e-09,7.9878e-06
1.432,4.2338e-06,-1.0838e-05
1.4418,3.968e-06,7.3404e-06
1.4519,-4.195e-07,-8.7895e-06
1.4627,1.5673e-06,-7.5174e-06
1.4721,-1.3654e-05,-6.081e-06
1.4852,-6.2436e-06,5.9871e-06
1.493,-6.8694e-06,1.0185e-05
1.5029,-1.2275e-05,1.3878e-06
1.5124,-1.8795e-05,7.3829e-06
1.5222,-1.463e-05,9.4819e-06
1.5317,-5.3574e-06,-6.2529e-06
1.5419,-1.8869e-05,8.5434e-06
1.5521,-1.4112e-05,-3.5911e-06
1.5629,-2.4639e-05,7.8397e-06
1.5727,-1.8227e-05,-1.5496e-05
1.5818,-1.564e-06,2.8227e-06
1.5918,-1.5755e-05,9.604e-06
1.6021,-1.2611e-05,1.4439e-05
1.6121,1.1353e-05,1.2022e-05
1.622,-9.4159e-07,-6.9261e-06
1.6321,-2.3207e-06,-3.8989e-07
1.642,-1.0013e-05,1.2084e-05
1.652,-1.9276e-05,3.7289e-06
1.6623,-1.1271e-05,7.7416e-07
1.6724,-9.7312e-06,5.6236e-06
1.6832,-1.4458e-05,1.3805e-05
1.6924,-6.436e-06,2.109e-05
1.7028,9.9093e-06,-9.8551e-06
1.7122,-1.7202e-06,1.358e-06
1.7223,1.3279e-05,-5.3539e-06
1.7325,6.7935e-06,3.224e-06
1.7421,-1.751e-05,-7.9718e-06
1.752,1.2033e-05,-8.482e-06
1.7621,-1.4473e-05,1.1846e-05
1.7727,-1.4619e-06,-8.8982e-06
1.7824,3.8491e-06,-3.9501e-07
1.7937,6.5544e-07,-7.5744e-06
1.8024,1.9525e-05,5.941e-07
1.8126,6.2561e-07,8.8263e-06
1.8239,-5.2602e-06,-9.0333e-06
1.8319,1.8698e-05,1.6547e-05
1.8422,-2.1007e-05,-1.1271e-06
1.8524,3.0693e-05,-2.0844e-06
1.862,-2.2155e-06,6.5164e-06
1.8722,1.1402e-06,-3.3091e-06
1.8818,-1.2704e-05,7.5932e-06
1.8945,-1.7988e-05,7.1538e-06
1.9018,-9.7883e-06,9.4353e-06
1.9115,8.3764e-06,-2.0225e-06
1.9227,-3.9053e-06,-9.9892e-07
1.9316,2.1052e-05,2.9284e-06
1.9417,9.1542e-06,9.4539e-06
1.9523,-5.4863e-07,2.166e-05
1.9633,2.4476e-06,4.0203e-06
1.9723,-3.3633e-06,1.2122e-06
1.9825,-1.4653e-05,-1.0916e-06
1.9918,-2.5724e-05,1.8879e-05
2.0019,-2.7771e-05,-2.1739e-07
2.0117,-2.8573e-05,1.1239e-05
2.0219,-2.9192e-05,3.1716e-05
2.0323,-1.3933e-05,8.9356e-06
2.0425,-1.6541e-05,1.6485e-05
2.0524,-2.1941e-05,-2.3198e-07
2.0617,-1.0022e-05,-2.2259e-06
2.0718,-4.0652e-05,2.7074e-05
2.0843,-2.6717e-05,-2.7141e-06
2.0924,-2.2648e-05,-6.6709e-06
2.1028,-5.741e-06,-3.337e-06
2.1123,-1.1204e-05,-9.4047e-07
2.1223,-6.3874e-06,9.4155e-06
2.1321,-3.8749e-05,2.4163e-05
2.1421,-3.9343e-06,7.916e-06
2.1529,-1.4052e-06,1.3932e-05
2.1624,-3.1745e-05,2.0227e-05
2.1724,-1.4619e-07,4.1684e-06
2.1834,-1.8354e-05,1.7291e-05
2.1923,-2.2925e-05,2.5418e-05
2.2029,-2.7474e-05,1.1693e-06
2.214,-9.0951e-06,-6.1285e-07
2.222,-7.4315e-06,1.0576e-05
2.232,1.3446e-05,1.2546e-05
2.2421,1.3067e-05,-1.862e-05
2.2521,7.6027e-06,-8.078e-06
2.2637,-1.2645e-05,7.1816e-06
2.2727,1.4126e-06,-4.7993e-06
2.282,5.5056e-06,8.6192e-06
2.2921,2.1908e-06,9.8542e-06
2.3028,-5.5556e-06,-4.7948e-06
2.312,2.4277e-05,-4.3108e-06
2.3226,1.2433e-05,-4.976e-06
2.3319,1.0204e-05,1.2954e-05
2.3418,4.5428e-06,-1.2376e-05
2.3517,-1.6641e-06,-1.487e-05
2.3624,-4.3372e-06,1.2034e-05
2.3721,-5.4077e-06,-2.3286e-05
2.382,2.9341e-05,1.718e-05
2.3919,6.7538e-06,1.3284e-05
2.4047,-1.1852e-05,8.8728e-06
2.4126,-3.3466e-06,1.778e-05
2.4224,-1.1541e-05,2.0998e-05
2.432,-8.7564e-06,-4.668e-06
2.4422,-1.6704e-05,-1.666e-05
2.4519,-5.3218e-06,1.9756e-05
2.4621,-2.8689e-05,1.7419e-05
2.4724,-1.3936e-05,5.8547e-06
2.4825,1.438e-06,-1.7189e-05
2.4929,-1.2388e-05,-1.7346e-07
2.5022,1.5654e-05,5.8e-06
2.5125,-2.1359e-05,2.1725e-05
2.5218,-2.3118e-06,4.7269e-06
2.5328,-1.6561e-05,2.6536e-05
2.5417,-3.1899e-05,8.0884e-06
2.5523,-9.5383e-06,1.8799e-05
2.5623,-1.2566e-05,2.2719e-05
2.5719,-4.5664e-06,-5.5014e-06
2.5818,-4.6128e-06,-1.1795e-05
2.5951,-3.4688e-05,-4.9197e-06
2.6025,-1.3716e-05,-1.2675e-06
2.6118,-1.6097e-05,3.5892e-06
2.6224,4.1462e-06,-5.6598e-06
2.6319,-6.3045e-06,-4.2679e-06
2.6418,-1.956e-05,4.3588e-06
2.6534,-1.5256e-05,-7.9963e-06
2.6621,-2.0413e-05,1.7579e-05
2.6724,-3.2512e-05,1.9624e-05
2.6817,-2.2985e-05,1.0198e-06
2.6919,-1.5101e-05,8.5393e-06
2.7023,-7.9111e-06,1.4037e-05
2.7124,-7.7905e-06,-2.9584e-06
2.7223,-1.127e-05,8.8055e-06
2.732,-7.3238e-06,-1.0506e-05
2.7419,1.0209e-05,-7.545e-06
2.7522,-1.1819e-06,9.2484e-06
2.7619,-1.1121e-05,1.6824e-05
2.7726,-1.4741e-06,2.3651e-06
2.7822,5.0836e-06,-2.6817e-05
2.7948,4.8461e-06,-1.721e-05
2.8026,-2.6992e-05,-4.9654e-06
2.8126,-1.582e-05,-1.1741e-06
2.8222,-7.3776e-06,1.8528e-06
2.8323,6.4996e-06,-3.2155e-07
2.8424,-5.4749e-07,-2.4697e-05
2.8535,-4.9382e-06,7.3135e-06
2.862,1.2311e-05,-9.5114e-06
2.8727,-6.328e-06,1.5033e-06
2.882,8.1628e-06,7.2381e-06
2.8926,-1.4451e-05,4.8429e-06
2.9028,-1.8808e-05,1.241e-05
2.9123,-1.7208e-05,2.3105e-06
2.9222,3.2185e-06,-4.6724e-06
2.9319,-7.3183e-06,1.8067e-05
2.9419,-9.9372e-06,-1.0976e-06
2.9526,-2.1531e-06,1.1796e-05
2.9625,1.8968e-05,-6.8539e-06
2.9724,-1.8425e-05,1.2355e-05
2.982,-1.6657e-05,2.5139e-06
2.992,-2.1834e-05,6.3374e-06
3.0046,1.1551e-06,8.9076e-07
3.0124,-1.0306e-05,6.1451e-06
3.0215,-5.8222e-06,8.1634e-06
3.032,-1.5803e-05,5.6191e-06
3.042,1.7184e-05,-6.7986e-06
3.0524,-4.4132e-06,7.1187e-06
3.062,7.3034e-07,1.3613e-05
3.0743,-7.9186e-06,-1.4433e-05
3.0822,-2.7133e-05,1.8649e-05
3.092,-1.7435e-05,1.2213e-05
3.1026,-7.47e-07,2.2567e-06
3.112,-1.0583e-05,2.1521e-05
3.1225,-4.0999e-06,5.6162e-06
3.132,2.9201e-06,5.2501e-07
3.1419,-2.2932e-05,1.2031e-05
3.1525,8.5617e-06,-4.7637e-06
3.1658,-7.5373e-06,-4.5908e-06
3.1742,-1.9394e-05,8.057e-06
3.1819,-3.2418e-05,1.0701e-05
3.192,-2.7344e-05,1.6611e-05
3.2027,-1.9182e-05,1.9058e-05
3.2119,-2.0337e-05,2.2048e-05
3.222,-2.9826e-05,2.0374e-05
3.2319,-4.6186e-05,4.3875e-05
3.2436,-1.1918e-05,1.2706e-05
3.2525,-1.7233e-06,1.0485e-05
3.2623,-1.9861e-06,-1.5628e-06
3.2719,-1.9102e-05,-7.3422e-06
3.2819,4.9514e-06,-9.1597e-06
3.2927,-5.3334e-06,9.1903e-07
3.3021,-1.1732e-05,2.0735e-05
3.3122,-1.0664e-05,6.4454e-06
3.3238,-2.41e-05,4.9265e-06
3.3324,7.4823e-06,-1.8727e-05
3.3421,-6.7021e-07,-1.78e-05
3.3527,2.1031e-06,1.2909e-05
3.362,-1.9687e-05,9.8261e-06
3.3724,-1.7665e-05,1.3565e-06
3.3819,-2.1148e-05,2.8083e-06
3.3921,-5.579e-06,-5.1616e-06
3.4036,6.9785e-06,2.3818e-05
3.4147,-1.2229e-05,1.1354e-05
3.4248,-3.5113e-06,2.09e-05
3.4321,-5.7681e-07,2.3451e-05
3.4422,-5.2716e-07,1.0172e-05
3.4523,4.3456e-06,2.1e-05
3.462,-7.7948e-06,-4.0361e-06
3.4726,-3.1658e-06,1.8617e-05
3.4819,1.8496e-06,-2.0811e-05
3.4942,-1.3931e-05,9.5469e-06
3.5025,1.3897e-05,6.8236e-06
3.5119,-4.3637e-06,-9.347e-08
3.522,1.2023e-05,1.4996e-07
3.5322,1.2295e-05,-1.055e-05
3.542,-2.3653e-05,1.8699e-05
3.5526,-4.8055e-06,-9.8652e-06
3.5621,1.2916e-05,-2.0389e-06
3.5722,-9.1152e-06,1.294e-05
3.5819,-1.8691e-05,3.3673e-06
3.5921,-1.9811e-05,1.9974e-05
3.6024,-2.225e-05,-4.3058e-06
3.6119,-4.0639e-05,-9.5878e-06
3.6221,-9.9504e-06,1.357e-05
3.6344,-2.6685e-05,8.6228e-06
3.6422,-1.7891e-05,3.0475e-05
3.6522,-1.0804e-05,7.1085e-06
3.6621,-5.1097e-06,4.5882e-06
3.6719,-1.6495e-05,-5.8581e-06
3.682,-2.3846e-05,-1.6352e-05
3.6924,-6.8739e-06,1.6126e-05
3.7022,-2.806e-05,2.1531e-05
3.7122,-2.6089e-05,1.3098e-05
3.7222,-1.2541e-05,1.6721e-05
3.7324,-2.5171e-05,1.2839e-05
3.742,-3.0619e-05,3.8066e-05
3.7531,-1.011e-05,5.7157e-06
3.762,4.1503e-06,-3.9695e-07
3.7723,-1.8291e-05,3.1687e-05
3.7838,-1.1352e-05,2.5617e-05
3.7926,-1.8289e-05,2.3235e-05
3.8028,2.9137e-06,7.3433e-06
3.8124,-2.491e-05,1.1347e-05
3.8241,-2.8287e-06,-2.6227e-06
3.8341,-6.8389e-08,2.1908e-05
3.8421,-4.5911e-07,9.932e-06
3.8526,-5.8385e-06,2.4613e-05
3.862,-1.0859e-05,2.7514e-05
3.8723,-8.6839e-06,1.2162e-05
3.8828,-1.7376e-05,4.3508e-06
3.892,4.3353e-06,-3.4793e-06
3.9029,7.1003e-06,2.4845e-05
3.912,1.3564e-06,-2.0541e-05
3.9228,-4.4801e-06,5.9977e-06
3.9327,-3.9355e-06,3.5897e-06
3.942,1.0884e-05,1.1161e-05
3.9535,-2.0733e-06,6.0522e-06
3.9638,2.4018e-05,1.0227e-05
3.9719,-3.9855e-06,2.2811e-05
3.9825,-3.487e-05,2.0008e-05
3.9919,-4.9818e-06,1.0739e-05
4.0029,8.4639e-06,5.3693e-06
4.0119,-1.6861e-05,1.1807e-05
4.0229,-7.416e-06,2.4286e-05
4.0349,-2.7233e-05,1.7187e-06
4.0442,-6.3511e-06,1.7302e-05
4.0526,-2.8527e-05,6.9324e-06
4.0621,-3.8109e-05,4.2039e-06
4.072,-3.029e-06,1.6998e-05
4.0847,-9.5769e-06,1.9588e-05
4.0942,-2.5927e-05,1.376e-05
4.1027,-3.0194e-05,9.0763e-06
4.112,-1.228e-05,1.908e-05
4.1224,-2.5977e-05,1.742e-05
4.1322,-4.1629e-05,2.2472e-05
4.1421,-1.9993e-05,1.6292e-05
4.154,-2.2602e-05,3.6694e-05
4.162,-2.5697e-05,3.6931e-06
4.1723,-2.5765e-05,3.3289e-05
4.1823,-2.5863e-05,4.0898e-05
4.1929,-2.7055e-05,1.6852e-05
4.2025,-4.1645e-05,1.1758e-05
4.2119,-3.8437e-05,1.9354e-05
4.2253,-3.9674e-05,1.3923e-06
4.2345,-3.1956e-05,-1.3702e-06
4.245,-2.5676e-05,6.9574e-06
4.2523,-3.76e-05,-1.4187e-06
4.2634,-1.5637e-05,2.6207e-05
4.2724,-2.8719e-05,2.6573e-05
4.282,-2.0443e-05,1.4415e-05
4.2938,-3.9832e-05,2.3785e-05
4.3021,-2.9488e-05,3.7182e-05
4.3119,-1.4701e-05,5.3289e-06
4.3223,-3.4895e-05,7.7397e-06
4.3386,-4.8412e-05,1.4096e-05
4.3416,-6.9812e-06,8.0253e-06
4.3534,-2.2578e-05,4.3123e-05
4.3623,-1.1833e-05,1.0804e-05
4.372,-2.9501e-05,1.5071e-05
4.382,1.2345e-05,1.2582e-05
4.3932,-2.1428e-05,2.1237e-05
4.4024,-3.2547e-05,2.6374e-05
4.4126,-3.1802e-05,2.5816e-05
4.4222,-2.6767e-05,1.9476e-05
4.4326,-9.6406e-06,9.0962e-06
4.4426,-3.6778e-05,2.2365e-05
4.4529,-1.6997e-05,1.7099e-05
4.4621,-1.7186e-05,2.0992e-05
4.4719,-2.579e-05,2.5599e-05
4.4822,-3.5021e-05,1.1168e-05
4.4921,-4.5484e-07,1.7035e-05
4.502,3.9183e-06,1.9235e-05
4.5124,-1.9949e-05,2.3654e-05
4.5218,-1.1469e-05,2.0022e-05
4.5322,-9.498e-06,1.2248e-05
4.5425,-7.7642e-06,-1.4861e-06
4.5523,1.8277e-06,1.3355e-05
4.5621,-3.4185e-05,1.6327e-05
4.572,-1.886e-06,-1.0585e-05
4.5819,-5.3346e-06,1.58e-05
4.5924,-9.5567e-06,1.8135e-05
4.6018,-1.1948e-05,1.8588e-05
4.6122,-1.7795e-06,1.6667e-05
4.6224,-2.1548e-05,-7.1944e-06
4.6335,-2.4828e-05,3.2022e-05
4.6442,-2.5366e-06,1.9847e-05
4.6544,5.3152e-06,-9.2009e-06
4.6628,-3.0761e-05,8.0454e-06
4.6727,-2.3275e-05,1.4778e-05
4.6828,-1.876e-05,2.9187e-05
4.6923,-3.978e-05,2.6369e-05
4.7025,-4.5672e-06,9.7404e-06
4.7122,-3.3269e-05,2.5608e-06
4.7232,-1.1757e-05,-1.9022e-06
4.7324,-2.2775e-05,2.5695e-05
4.7423,-2.0036e-05,2.5896e-05
4.7528,-3.2049e-05,3.0908e-05
4.7626,-4.1575e-05,3.7941e-05
4.7722,-2.3787e-05,3.5279e-06
4.7829,-3.501e-05,-8.2816e-07
4.7976,-2.0443e-05,-1.0136e-06
4.8021,-5.2573e-06,1.0011e-06
4.8136,-1.343e-05,8.5334e-06
4.8222,-3.7889e-05,3.2379e-05
4.8322,-3.0249e-05,5.4714e-06
4.8426,-2.6779e-05,8.3365e-08
4.8521,-2.4086e-05,-1.5775e-05
4.8634,-3.7632e-06,-2.8367e-06
4.8726,1.5471e-05,1.7365e-05
4.8824,-1.3419e-05,-1.3817e-05
4.8927,-1.378e-05,-1.0517e-05
4.9023,-9.8123e-06,2.5428e-05
4.9126,-2.7289e-05,1.9648e-06
4.923,-1.3233e-05,2.2598e-05
4.9321,-4.3383e-08,2.7901e-07
4.942,-1.0193e-05,2.1412e-05
4.9522,-1.4389e-05,1.0104e-05
4.9626,-2.9205e-05,1.8434e-05
4.9722,-3.7994e-06,1.9695e-05
4.9821,-2.3161e-05,3.1048e-05
4.9922,7.2722e-07,3.0046e-06
5.0024,4.2316e-06,3.2364e-05
5.0123,3.1295e-06,1.0022e-05
5.0224,-1.1069e-05,2.125e-05
5.0321,7.0108e-06,-8.9245e-06
5.0429,-3.7501e-06,5.2598e-08
5.0527,-2.0824e-05,9.4067e-06
5.0628,-1.0799e-05,4.3511e-06
5.0722,-6.5337e-06,6.4875e-06
5.0827,-4.9898e-06,3.074e-05
5.0921,-1.0708e-05,1.5052e-05
5.1025,-3.711e-06,-1.0992e-05
5.1124,-2.4036e-05,2.8321e-05
5.1221,-4.2735e-07,-8.5823e-06
5.1321,-1.5411e-06,2.606e-05
5.1433,-6.2863e-06,9.3428e-06
5.155,-1.4417e-05,9.889e-06
5.1621,-8.7037e-06,6.6562e-06
5.172,-4.9534e-05,3.8226e-05
5.1821,-3.5554e-05,1.2899e-05
5.192,-1.488e-05,1.8872e-05
5.2023,-2.9468e-05,1.622e-05
5.212,-1.877e-05,1.5993e-05
5.2223,-3.1974e-05,1.0632e-05
5.2364,-9.5364e-06,5.3121e-06
5.2425,-1.9343e-05,-2.7162e-06
5.2521,-3.0445e-05,2.7155e-05
5.2626,-2.1613e-05,1.4276e-05
5.2738,-1.5658e-05,3.9508e-06
5.2821,-4.7811e-05,2.7155e-05
5.2928,-2.3728e-05,1.9554e-05
5.3019,-1.5732e-05,3.1636e-05
5.312,-3.7479e-05,1.6213e-05
5.3222,-1.2238e-05,1.654e-05
5.3329,-3.4069e-05,2.6367e-05
5.3421,-1.3094e-05,1.3904e-05
5.3525,-7.6171e-06,2.6466e-05
5.3632,-7.9947e-06,6.5273e-06
5.3745,-1.7976e-05,1.2098e-05
5.3826,-1.5057e-05,1.2629e-05
5.3927,2.9184e-06,2.1107e-05
5.4026,-3.7723e-05,2.9435e-06
5.4125,-1.5235e-05,2.8394e-05
5.4223,-2.4163e-05,1.1984e-05
5.4323,-2.6697e-05,8.0765e-06
5.4427,-9.7432e-07,-1.4472e-05
5.4529,-5.184e-06,6.3692e-06
5.4644,-5.0079e-06,2.2722e-05
5.4759,8.9436e-06,6.1986e-06
5.4818,-1.2363e-05,1.2865e-06
5.5013,1.6474e-06,1.0287e-05
5.5026,-2.003e-06,2.414e-05
5.5122,-2.1067e-05,3.9109e-05
5.5223,1.3423e-05,2.3646e-05
5.532,-1.7697e-06,2.9439e-05
5.5419,2.4546e-07,1.9708e-05
5.5521,1.4816e-05,3.71e-05
5.566,-9.498e-06,2.1781e-05
5.5718,-1.8936e-05,7.3726e-06
5.582,-1.7853e-05,1.367e-05
5.5919,-2.093e-05,3.5103e-06
5.602,4.2618e-05,-1.3928e-05
5.6119,-5.1528e-06,9.5446e-06
5.6224,-9.9116e-06,7.7041e-06
5.6319,-9.4805e-06,1.2159e-05
5.6419,-1.0254e-05,4.1435e-05
5.652,-2.3259e-06,1.1943e-06
5.6623,-1.4011e-05,2.6617e-05
5.6724,-6.9923e-06,1.0935e-05
5.6825,-1.3938e-05,-1.8048e-05
5.6948,-2.65e-05,-1.4069e-05
5.7022,-2.8011e-05,2.8076e-05
5.7121,-3.5569e-05,4.2739e-05
5.7224,-3.0898e-05,2.7991e-05
5.7323,-4.0813e-05,1.1529e-06
5.7424,-4.0753e-05,5.8175e-06
5.7528,-1.7534e-05,7.7724e-06
5.7622,-4.5723e-05,1.2336e-05
5.7726,-4.7711e-05,1.0054e-05
5.7823,-5.3566e-06,2.7176e-05
5.7923,-1.6683e-05,7.2466e-06
5.8041,-1.6894e-05,3.9223e-06
5.8124,-3.4262e-05,3.2121e-05
5.8221,-2.1195e-05,9.2328e-06
5.8323,-2.9389e-05,2.0232e-05
5.8427,-4.5151e-05,3.304e-05
5.8517,-2.8412e-05,2.5558e-05
5.8625,-1.5718e-05,1.7939e-05
5.8716,-2.2414e-05,2.7765e-05
5.882,-2.132e-05,-6.2054e-06
5.8933,-3.4287e-05,2.4317e-05
5.902,-2.7847e-05,1.4289e-05
5.912,-3.8685e-05,3.8292e-05
5.9226,-4.7833e-05,3.4083e-05
5.9331,-2.7687e-05,1.9407e-05
5.9419,-1.9865e-05,2.4275e-05
5.9524,-1.7809e-05,1.5845e-05
5.9623,-2.1613e-05,1.1249e-05
5.9753,-4.1062e-05,3.5539e-05
5.9843,-4.006e-05,2.4783e-05
5.9938,-8.8965e-06,2.3035e-05
6.0019,-2.1144e-05,5.7989e-06
6.0119,-2.097e-05,2.5334e-05
6.0221,-1.1834e-05,1.5363e-05
6.0321,-1.209e-05,2.5233e-05
6.0425,3.9741e-06,1.1131e-05
6.0525,5.5331e-06,1.6813e-05
6.0626,1.0979e-06,6.1523e-06
6.072,3.5147e-06,3.5279e-06
6.082,-1.3041e-05,4.0834e-05
6.0926,7.8252e-06,-1.1199e-05
6.1042,-9.2884e-06,2.2221e-05
6.1123,-1.0777e-06,1.933e-05
6.1221,-1.1855e-05,7.2707e-06
6.1323,-1.4657e-05,1.1383e-05
6.1421,1.4001e-06,2.0778e-05
6.1529,8.9954e-07,4.1952e-06
6.1624,-9.4572e-06,-2.3363e-06
6.1726,2.5201e-06,-2.7176e-05
6.1821,-7.97e-06,2.3826e-05
6.1929,-3.5372e-06,2.9492e-05
6.2024,-2.7026e-06,-1.9152e-06
6.2124,-1.4574e-05,2.035e-05
6.2225,-1.4805e-05,1.6468e-05
6.2323,-7.185e-06,3.2816e-05
6.2423,-1.8906e-05,8.0231e-06
6.2528,2.0731e-06,1.8638e-05
6.2622,-1.8665e-05,2.4197e-05
6.2723,-1.3057e-05,3.3133e-05
6.2838,-6.0481e-06,1.6307e-05
6.2929,-3.1968e-05,6.8646e-06
6.3027,-4.5093e-06,1.4863e-06
6.3124,-1.0109e-05,2.9348e-05
6.3223,-2.02e-05,1.8019e-05
6.3331,-2.4932e-05,2.2779e-05
6.3424,-2.7283e-05,1.3578e-05
6.3529,-2.1604e-05,2.6729e-05
6.3623,7.237e-05,-1.3241e-05
6.3723,0.00012055,-4.5257e-05
6.3853,6.4986e-05,-3.6719e-05
6.3937,9.1376e-05,-2.8529e-05
6.4028,9.7522e-05,-3.5871e-05
6.4122,9.478e-05,-2.7864e-05
6.4223,8.9734e-05,-4.5267e-05
6.4329,6.9513e-05,-4.8799e-05
6.4423,8.841e-05,-4.9354e-05
6.4527,0.00010012,-4.5742e-05
6.4625,0.00010193,-5.4907e-05
6.4734,7.8509e-05,-2.9488e-05
6.4823,9.3949e-05,-3.0808e-05
6.4924,9.78e-05,-4.8802e-05
6.5024,0.00011538,-5.9226e-05
6.514,0.00012326,-4.8399e-05
6.5225,0.00011658,-3.3079e-05
6.5323,8.2652e-05,-2.3728e-05
6.5423,8.7953e-05,-6.9449e-05
6.5525,8.1739e-05,-2.8963e-05
6.5636,0.00010848,-4.8579e-05
6.5744,9.1526e-05,-6.5978e-05
6.5849,0.00011138,-7.0058e-05
6.5928,9.9526e-05,-6.5636e-05
6.6031,7.5982e-05,-5.1663e-05
6.6127,9.0241e-05,-4.8376e-05
6.6228,3.4332e-05,-4.2286e-05
6.6319,6.9271e-05,-6.7925e-05
6.6431,8.225e-05,-5.5837e-05
