 0.054214571, -0.0038544729, 0.47673902;
 0.053285763, 0.010350406, 0.46898642;
 0.0537703, 0.025256712, 0.47313181;
 0.037471492, 0.065982915, 0.33033651;
 0.21135153, -0.48742026, 1.4594631;
 0.17655562, -0.37262678, 1.218635;
 0.15842144, -0.29997694, 1.0930232;
 0.14578725, -0.24608785, 1.0068834;
 0.13580376, -0.20551914, 0.93952638;
 0.11610651, -0.12479271, 0.80048203;
 0.1075611, -0.092923343, 0.74196523;
 0.079089887, -0.03599311, 0.5456357;
 0.067105018, -0.0039700549, 0.46373689;
 0.059446231, 0.033693045, 0.41070101;
 0.055803753, 0.043491647, 0.38565716;
 0.07433062, 0.070821814, 0.51442063;
 0.047504388, 0.054065932, 0.32879308;
 0.048740309, 0.078737237, 0.3358674;
 0.5918169, -1.6254036, 3.3680959;
 0.50544882, -1.3085169, 2.8763685;
 0.4662759, -1.1245235, 2.6531041;
 0.44052741, -0.98443598, 2.5063233;
 0.092539512, -0.018523678, 0.52597332;
 0.073921077, 0.023039442, 0.42029369;
 0.068622075, 0.031910788, 0.39046401;
 0.065219507, 0.041700732, 0.37120831;
 0.06221522, 0.061024539, 0.3539131;
 0.059610516, 0.06874273, 0.3392711;
 2.2906168, -5.434648, 11.256088;
 0.71810883, -1.490991, 3.5252116;
 0.56223547, -1.0817608, 2.7593081;
 0.32832685, -0.53469938, 1.609153;
 0.17622666, -0.18673566, 0.86452514;
 0.16166869, -0.12542321, 0.79366153;
 0.11769467, -0.039546292, 0.5779888;
 0.084345005, 0.034225542, 0.41384512;
 0.078347646, 0.043472834, 0.38460618;
 0.068652071, 0.068482757, 0.33703697;
 0.55237579, -0.8606475, 2.3536716;
 0.53978193, -0.75622255, 2.2932551;
 0.20951571, -0.21741913, 0.89189667;
 0.18757355, -0.17367807, 0.79918408;
 0.12556206, -0.00088122662, 0.531703;
 0.1951783, 0.066364303, 0.83190817;
 0.90341669, -1.6453265, 3.4007099;
 0.84438241, -1.4437859, 3.1770735;
 0.79502714, -1.2683295, 2.9917088;
 0.64145344, -0.88350308, 2.4141912;
 0.22049427, -0.20143342, 0.82872027;
 0.20756914, -0.16845678, 0.78049135;
 0.19771613, 0.022317123, 0.73846537;
 0.89757514, -1.4636763, 3.0250804;
 0.86777323, -1.3303849, 2.9239044;
 0.79412264, -1.1354753, 2.6758568;
 0.68016553, -0.90075272, 2.2914875;
 0.58616924, -0.72273308, 1.9751298;
 0.54406363, -0.61071354, 1.8320745;
 0.35917285, -0.33296868, 1.2096707;
 0.19134286, 0.0017723966, 0.63760555;
 0.91457623, -1.3446386, 2.7891233;
 0.94689167, -1.3120028, 2.8878295;
 0.85324973, -1.1034199, 2.6025424;
 0.76976931, -0.92281222, 2.347827;
 0.66117144, -0.73821622, 2.0169518;
 0.60805851, -0.6196931, 1.854387;
 0.43330553, -0.40272832, 1.3204743;
 0.38877317, -0.32596496, 1.1852962;
 0.2301991, -0.11040726, 0.70191145;
 0.23136687, -0.088753082, 0.70533949;
 0.20607407, -0.016111372, 0.62298936;
 1.1386651, -1.7123798, 3.1716156;
 1.0527129, -1.508395, 2.9335861;
 1.0086048, -1.358423, 2.8106883;
 0.95089573, -1.2038652, 2.6491683;
 0.82122582, -0.96931553, 2.287864;
 0.81212091, -0.88844359, 2.2624867;
 0.71933377, -0.73340738, 2.0044856;
 0.79166228, -0.73749584, 2.2058127;
 0.40239683, -0.30825257, 1.1207634;
 0.3683697, -0.25048077, 1.0260242;
 0.31489459, -0.18950124, 0.87703228;
 0.25447473, -0.11130806, 0.70876539;
 0.23832509, -0.083560877, 0.66376895;
 1.0441201, -1.3015252, 2.6988163;
 1.0076041, -1.1847579, 2.6046836;
 0.90715241, -0.99454296, 2.3450339;
 0.86896592, -0.88339102, 2.2463589;
 0.83172625, -0.78616005, 2.1501939;
 0.83196986, -0.71930587, 2.1507368;
 0.35050526, -0.19503859, 0.90548992;
