time,x,y,dx,dy,
102.3,3.0041,-0.096304,0.049001,-0.0045597
103.34,3.0603,-0.10691,0.056203,-0.010603
104.34,3.0928,-0.10287,0.032476,0.0040364
105.34,3.1246,-0.098969,0.031843,0.0039023
106.34,3.1567,-0.099518,0.032135,-0.00054897
107.35,3.1894,-0.10328,0.032629,-0.00376
108.32,3.2249,-0.11132,0.03549,-0.0080451
109.34,3.2671,-0.11799,0.042274,-0.0066639
110.31,3.3179,-0.10799,0.050794,0.01
111.36,3.3466,-0.11069,0.028687,-0.0027046
112.3,3.3785,-0.1172,0.03188,-0.0065065
113.33,3.4167,-0.12458,0.038175,-0.007384
114.35,3.4555,-0.13183,0.038826,-0.007244
115.31,3.4835,-0.13755,0.027978,-0.0057209
116.31,3.5116,-0.14023,0.028157,-0.0026881
117.32,3.5469,-0.14335,0.035283,-0.0031196
118.3,3.5828,-0.14532,0.03586,-0.0019665
119.3,3.6225,-0.14868,0.039783,-0.003359
120.31,3.6438,-0.15178,0.021262,-0.0030965
121.3,3.6438,-0.15213,-3.021e-05,-0.00035113
122.34,3.6438,-0.15209,-3.8727e-06,3.5107e-05
123.34,3.6438,-0.15208,-1.8984e-05,1.3781e-05
124.3,3.6437,-0.15207,-2.3311e-05,1.1102e-05
125.3,3.6437,-0.15209,2.6687e-06,-2.3115e-05
126.3,3.6437,-0.15209,-1.181e-05,4.646e-06
127.3,3.6437,-0.15206,-4.847e-05,2.1883e-05
128.3,3.6437,-0.15212,5.1958e-05,-5.6184e-05
