x,y,z,gtx,gty
1.3105,-1.83351,-2.70074,0,0
1.31668,-1.82361,-2.73154,0,0
1.31668,-1.82361,-2.73154,0,0
1.32581,-1.81059,-2.76147,0,0
1.32581,-1.81059,-2.76147,0,0
1.32581,-1.81059,-2.76147,0,0
1.32581,-1.81059,-2.76147,0,0
1.33892,-1.79236,-2.78439,0,0
1.33892,-1.79236,-2.78439,0,0
1.35609,-1.77016,-2.80688,0,0
1.37251,-1.74975,-2.83281,0,0
1.39079,-1.72902,-2.8554,0,0
1.40587,-1.71224,-2.88156,0,0
1.42116,-1.69568,-2.90635,0,0
1.4407,-1.67674,-2.9257,0,0
1.46146,-1.65735,-2.94412,0,0
1.48467,-1.63705,-2.96045,0,0
1.51202,-1.61677,-2.96542,0,0
1.54074,-1.59768,-2.96652,0,0
1.56939,-1.57862,-2.97097,0,0
1.60136,-1.5615,-2.96588,0,0
1.62925,-1.54317,-2.97314,0,0
1.66538,-1.5302,-2.95714,0,0
1.69577,-1.51574,-2.95519,0,0
1.69577,-1.51574,-2.95519,0,0
1.72689,-1.50174,-2.95305,0,0
1.7595,-1.49037,-2.9454,0,0
1.79175,-1.48017,-2.93754,0,0
1.82455,-1.47197,-2.92755,0,0
1.85646,-1.46429,-2.91807,0,0
1.88927,-1.46157,-2.90239,0,0
1.92061,-1.45871,-2.88693,0,0
1.95223,-1.45556,-2.87273,0,0
1.98349,-1.45239,-2.85891,0,0
1.98349,-1.45239,-2.85891,0,0
2.01362,-1.44658,-2.84818,0,0
2.01362,-1.44658,-2.84818,0,0
2.01362,-1.44658,-2.84818,0,0
2.05042,-1.44809,-2.83144,0,0
2.05042,-1.44809,-2.83144,0,0
2.05042,-1.44809,-2.83144,0,0
2.07629,-1.42723,-2.83387,0,0
2.10147,-1.40545,-2.83712,0,0
2.12421,-1.38484,-2.83671,0,0
2.14743,-1.35824,-2.83973,0,0
2.17551,-1.36556,-2.82683,0,0
2.20247,-1.39109,-2.80796,0,0
2.23065,-1.40893,-2.79311,0,0
2.25957,-1.42344,-2.78001,0,0
2.28956,-1.43462,-2.76824,0,0
2.31822,-1.43697,-2.75972,0,0
2.34657,-1.44245,-2.75047,0,0
2.37729,-1.44671,-2.74173,0,0
2.40561,-1.43774,-2.73516,0,0
2.43322,-1.43068,-2.72865,0,0
2.46258,-1.42412,-2.72302,0,0
2.48952,-1.41836,-2.71723,0,0
2.48952,-1.41836,-2.71723,0,0
2.48952,-1.41836,-2.71723,0,0
2.51979,-1.41431,-2.71204,0,0
2.51979,-1.41431,-2.71204,0,0
2.51979,-1.41431,-2.71204,0,0
2.54887,-1.41036,-2.70717,0,0
2.57727,-1.39619,-2.70153,0,0
2.60395,-1.38633,-2.69664,0,0
2.62796,-1.37292,-2.68996,0,0
2.65619,-1.36222,-2.68359,0,0
2.65619,-1.36222,-2.68359,0,0
2.68372,-1.35156,-2.67725,0,0
2.71249,-1.34112,-2.67121,0,0
2.73777,-1.32545,-2.66404,0,0
2.7651,-1.31062,-2.6569,0,0
